-3.8381,-1.5342
-3.0944,-2.6304
-6.4714,-1.0433
-0.58563,2.966
-0.090693,-0.41707
0.61819,-0.88076
-1.1543,-2.4677
-1.1905,1.5252
4.3256,-2.1812
0.72848,-2.3142
4.795,3.8137
2.881,-1.71
4.7884,2.2222
-0.27264,-0.41275
-0.38926,0.15713
1.5472,0.43721
-1.3245,-0.83396
-0.66484,-2.3367
-0.32479,-1.3832
-0.69143,-0.097169
-0.22134,-1.5076
-0.096338,-0.92945
-1.1183,1.5474
-0.34543,1.4248
1.8918,-4.4315
0.51081,-0.15452
0.19207,-1.1171
-1.6449,-0.84708
1.2238,-0.56706
-1.183,-2.1042
6.0564,2.0058
-2.5354,-0.85868
1.433,-1.0801
4.7554,-2.8441
3.3224,-3.9383
-1.5122,0.67899
-1.3205,-1.2987
-0.21779,-0.11497
-1.3776,-5.3139
-0.061749,0.92317
0.0060337,2.1925
6.296,0.70313
0.90916,0.29387
2.0746,-1.2905
1.1481,-0.16365
0.54116,-0.57165
-3.5414,-11.326
0.82082,0.027179
-0.57206,0.73734
5.7086,-1.1421
0.074514,-0.64421
-0.71759,-1.2558
0.9532,1.8642
1.2781,1.0578
-0.38008,-1.378
-4.501,0.69235
-1.7633,4.3449
-0.29772,-0.19933
-0.29111,0.51841
1.338,-0.12163
1.2832,0.25674
0.96887,1.6389
-2.2893,-1.6238
-1.0629,0.81741
-3.7227,-5.9872
-2.9998,-2.4499
-0.66959,-0.22543
-2.146,-2.2749
1.383,-4.465
1.7276,0.41806
4.9589,0.72504
-2.1416,-0.60711
0.62056,0.25745
2.5371,1.2884
-0.89309,1.9648
-0.85287,-0.043922
1.5661,0.73374
4.6099,3.2644
0.78259,-0.32083
1.3201,-1.4959
2.2567,2.7595
2.0197,0.50783
-2.4226,4.4942
3.2061,0.20117
-2.3763,6.9397
-1.2385,-0.46212
-4.9147,0.70342
0.61897,-1.4045
-1.0677,-0.35143
0.5049,-1.2115
2.0763,-0.3985
0.41811,1.1418
3.5078,-0.83725
0.084748,0.35658
0.30569,-0.85218
0.80123,-4.9925
-0.3273,0.62146
1.3459,0.16074
-0.39356,0.33465
5.2691,-1.1425
-2.4898,0.1472
-0.92658,1.0195
0.31092,1.4003
-0.35764,5.9609
0.13874,0.23725
-1.4772,-1.2844
-2.1379,-4.6602
-0.7451,-0.60299
0.032228,0.029411
5.0533,2.7889
0.071948,-0.34246
-0.54862,-1.6572
-4.9173,5.388
-1.9289,-1.3164
-2.3562,-1.3197
2.8391,-0.29032
-1.7333,0.4345
3.8155,-1.769
3.5124,0.55261
0.85671,1.1373
-0.72292,-0.70659
2.1749,0.57595
5.4672,1.3762
1.2587,1.6044
-0.18474,0.058664
-0.36948,-0.68916
-0.64535,-6.8144
2.4337,2.0538
-0.60107,1.1797
1.0804,-1.828
0.017863,-0.016152
1.0442,3.5526
0.47354,-1.3946
0.079981,-0.70088
-0.14056,-1.105
-1.8176,-1.7698
2.6262,0.54559
-1.1068,-0.0023604
0.63825,-0.35101
-2.6014,-0.37804
-0.32886,1.1081
-1.2707,-1.1105
-4.29,2.3995
-0.12094,2.2801
-1.2906,0.31605
0.84307,-0.12293
2.7817,0.41609
-1.1299,-5.5842
-3.0229,-1.9772
-0.69689,0.06375
-0.18837,-0.099447
-4.3364,-0.17422
3.8997,-5.9518
0.74833,-0.97086
-1.4189,0.099987
-0.74244,1.3042
2.7498,0.4545
-0.72859,-0.093972
-0.98583,1.9591
0.25548,-0.94159
0.14804,0.87126
-1.5018,-1.8171
1.0174,1.3484
-0.22599,-0.18875
1.4962,0.13016
0.2727,0.47385
-2.6417,-0.045545
-1.9196,-0.79963
5.0577,1.4102
-0.54679,-0.96891
-3.1652,0.2022
-3.3119,2.6559
0.29409,-0.20162
-1.089,0.030249
2.4637,-5.1512
1.1142,5.8973
0.04103,0.14996
0.44954,-2.1292
0.51148,0.41468
-1.3088,0.065114
2.6493,6.582
-3.0104,-1.0287
0.87847,1.5139
-3.9683,-1.2002
2.6118,3.0718
-0.91743,-0.22945
1.6802,-5.1483
-0.83623,0.51552
-0.88655,1.6882
-0.69424,2.5697
0.10225,0.83356
3.8242,0.25752
-0.049143,4.4706
-1.3914,0.20316
-3.912,-0.85027
0.33665,-3.6761
-0.44597,1.1449
-1.3786,-0.42445
1.0558,1.2242
-0.37759,-0.45424
-0.4752,0.29105
0.57607,-0.35014
1.4396,2.1243
-0.24514,-0.36547
2.3689,0.79876
0.063271,0.72383
-0.40232,-2.5999
2.3002,2.1643
-1.3501,-0.19688
1.7945,5.5182
-1.0333,2.1633
0.71108,0.7222
6.6662,6.8141
-0.76005,-0.33361
-1.3329,4.5678
0.35847,0.44419
-0.011781,-1.6295
2.8691,-2.6704
2.5187,-3.0823
3.9658,2.7491
-2.8544,4.8546
0.76617,-0.56421
-1.0416,-0.53939
1.8875,-0.11573
0.27207,0.043936
2.0051,1.2771
0.59227,-0.5783
3.0301,0.79243
1.6896,1.6226
-0.52888,0.99975
0.94438,-0.82158
0.92647,-1.3091
3.2706,3.656
0.41382,-3.8642
0.26097,-0.61349
0.40145,0.65008
-1.5726,-1.7751
2.2127,1.9825
0.54168,-1.005
0.16393,0.61187
-0.45986,0.54995
-0.93048,0.13984
-0.76177,-0.52927
-1.3874,-1.632
1.6604,1.6016
-0.78118,-1.6233
-2.2061,3.3207
0.49975,-0.19421
-0.98624,2.5841
0.2779,-0.64177
3.8326,-3.4229
-0.13717,1.1812
1.6646,0.82722
-3.4292,-1.7779
-0.46182,3.0483
1.928,2.6945
-1.9781,-1.3547
1.261,0.27694
2.6246,-0.61958
1.2277,1.2612
-0.070116,-1.2706
-0.7897,-0.86838
1.0691,2.2533
0.10482,0.5745
0.29556,-2.3938
1.2518,-0.8689
